行政编码,区县,市,省
230400,大庆市|鹤岗市,大庆市|鹤岗市,黑龙江省
230402,萨尔图区|向阳区,大庆市|鹤岗市,黑龙江省
230403,工农区|龙凤区,大庆市|鹤岗市,黑龙江省
230404,让胡路区|南山区,大庆市|鹤岗市,黑龙江省
230405,红岗区|兴安区,大庆市|鹤岗市,黑龙江省
230406,大同区|东山区,大庆市|鹤岗市,黑龙江省
230407,兴山区,大庆市|鹤岗市,黑龙江省
230421,萝北县,大庆市|鹤岗市,黑龙江省
230422,绥滨县,大庆市|鹤岗市,黑龙江省
230500,双鸭山市|鹤岗市,双鸭山市|鹤岗市,黑龙江省
230502,尖山区|向阳区,双鸭山市|鹤岗市,黑龙江省
230503,工农区|岭东区,双鸭山市|鹤岗市,黑龙江省
230504,岭西区|南山区,双鸭山市|鹤岗市,黑龙江省
230505,四方台区|兴安区,双鸭山市|鹤岗市,黑龙江省
230506,东山区|宝山区,双鸭山市|鹤岗市,黑龙江省
230507,兴山区,双鸭山市|鹤岗市,黑龙江省
230521,集贤县,双鸭山市|鹤岗市,黑龙江省
230522,友谊县,双鸭山市|鹤岗市,黑龙江省
230523,宝清县,双鸭山市|鹤岗市,黑龙江省
230524,饶河县,双鸭山市|鹤岗市,黑龙江省
230600,大庆市|双鸭山市,大庆市|双鸭山市,黑龙江省
230602,尖山区|萨尔图区,大庆市|双鸭山市,黑龙江省
230603,岭东区|龙凤区,大庆市|双鸭山市,黑龙江省
230604,岭西区|让胡路区,大庆市|双鸭山市,黑龙江省
230605,四方台区|红岗区,大庆市|双鸭山市,黑龙江省
230606,大同区|宝山区,大庆市|双鸭山市,黑龙江省
230621,肇州县,大庆市|双鸭山市,黑龙江省
230622,肇源县,大庆市|双鸭山市,黑龙江省
230623,林甸县,大庆市|双鸭山市,黑龙江省
230624,杜尔伯特蒙古族自治县,大庆市|双鸭山市,黑龙江省
230700,伊春市,伊春市,黑龙江省
230702,伊春区,伊春市,黑龙江省
230703,南岔区,伊春市,黑龙江省
230704,友好区,伊春市,黑龙江省
230705,西林区,伊春市,黑龙江省
230706,翠峦区,伊春市,黑龙江省
230707,新青区,伊春市,黑龙江省
230708,美溪区,伊春市,黑龙江省
230709,大丰区|金山屯区,伊春市,黑龙江省
230710,五营区,伊春市,黑龙江省
230711,乌敏河区|乌马河区,伊春市,黑龙江省
230712,汤旺河区|东风区,伊春市,黑龙江省
230713,带岭区,伊春市,黑龙江省
230714,乌伊岭区,伊春市,黑龙江省
230715,红星区,伊春市,黑龙江省
230716,上甘岭区,伊春市,黑龙江省
230717,伊美区,伊春市,黑龙江省
230718,乌翠区,伊春市,黑龙江省
230719,友好区,伊春市,黑龙江省
230721,铁力县,伊春市,黑龙江省
230722,嘉荫县,伊春市,黑龙江省
230723,汤旺县,伊春市,黑龙江省
230724,丰林县,伊春市,黑龙江省
230725,大箐山县,伊春市,黑龙江省
230726,南岔县,伊春市,黑龙江省
230751,金林区,伊春市,黑龙江省
230781,铁力市,伊春市,黑龙江省
230800,佳木斯市,佳木斯市,黑龙江省
230802,永红区,佳木斯市,黑龙江省
230803,向阳区,佳木斯市,黑龙江省
230804,前进区,佳木斯市,黑龙江省
230805,东风区,佳木斯市,黑龙江省
230811,郊区,佳木斯市,黑龙江省
230821,富锦县,佳木斯市,黑龙江省
230822,桦南县,佳木斯市,黑龙江省
230823,依兰县,佳木斯市,黑龙江省
230824,友谊县,佳木斯市,黑龙江省
230825,集贤县,佳木斯市,黑龙江省
230826,桦川县,佳木斯市,黑龙江省
230827,宝清县,佳木斯市,黑龙江省
230828,汤原县,佳木斯市,黑龙江省
230829,绥滨县,佳木斯市,黑龙江省
230830,萝北县,佳木斯市,黑龙江省
230831,同江县,佳木斯市,黑龙江省
230832,饶河县,佳木斯市,黑龙江省
230833,抚远县,佳木斯市,黑龙江省
230881,同江市,佳木斯市,黑龙江省
230882,富锦市,佳木斯市,黑龙江省
230883,抚远市,佳木斯市,黑龙江省
230900,七台河市,七台河市,黑龙江省
230902,新兴区,七台河市,黑龙江省
230903,桃山区,七台河市,黑龙江省
230904,茄子河区,七台河市,黑龙江省
230921,勃利县,七台河市,黑龙江省
231000,牡丹江市,牡丹江市,黑龙江省
231002,东安区,牡丹江市,黑龙江省
231003,阳明区,牡丹江市,黑龙江省
231004,爱民区,牡丹江市,黑龙江省
231005,西安区,牡丹江市,黑龙江省
231006,爱民区,牡丹江市,黑龙江省
231007,阳明区,牡丹江市,黑龙江省
231011,郊区,牡丹江市,黑龙江省
231020,绥芬河市,牡丹江市,黑龙江省
231021,宁安县,牡丹江市,黑龙江省
231022,海林县,牡丹江市,黑龙江省
231023,穆棱县,牡丹江市,黑龙江省
231024,东宁县,牡丹江市,黑龙江省
231025,林口县,牡丹江市,黑龙江省
231026,密山县,牡丹江市,黑龙江省
231027,虎林县,牡丹江市,黑龙江省
231081,绥芬河市,牡丹江市,黑龙江省
231083,海林市,牡丹江市,黑龙江省
231084,宁安市,牡丹江市,黑龙江省
231085,穆棱市,牡丹江市,黑龙江省
231086,东宁市,牡丹江市,黑龙江省
231100,黑河市,黑河市,黑龙江省
231101,绥芬河市,黑河市,黑龙江省
231102,爱辉区,黑河市,黑龙江省
231121,嫩江县,黑河市,黑龙江省
231122,德都县,黑河市,黑龙江省
231123,逊克县,黑河市,黑龙江省
231124,孙吴县,黑河市,黑龙江省
231181,北安市,黑河市,黑龙江省
231182,五大连池市,黑河市,黑龙江省
231183,嫩江市,黑河市,黑龙江省
231200,绥化市,绥化市,黑龙江省
231202,北林区,绥化市,黑龙江省
231221,望奎县,绥化市,黑龙江省
231222,兰西县,绥化市,黑龙江省
231223,青冈县,绥化市,黑龙江省
231224,庆安县,绥化市,黑龙江省
231225,明水县,绥化市,黑龙江省
231226,绥棱县,绥化市,黑龙江省
231281,安达市,绥化市,黑龙江省
231282,肇东市,绥化市,黑龙江省
231283,海伦市,绥化市,黑龙江省
232100,松花江地区|绥化地区,松花江地区|绥化地区,黑龙江省
232101,双城市,松花江地区|绥化地区,黑龙江省
232102,尚志市,松花江地区|绥化地区,黑龙江省
232103,五常市,松花江地区|绥化地区,黑龙江省
232121,海伦县|阿城县,松花江地区|绥化地区,黑龙江省
232122,肇东县|宾县,松花江地区|绥化地区,黑龙江省
232123,呼兰县|绥化县,松花江地区|绥化地区,黑龙江省
232124,双城县|安达县,松花江地区|绥化地区,黑龙江省
232125,五常县|望奎县,松花江地区|绥化地区,黑龙江省
232126,兰西县|巴彦县,松花江地区|绥化地区,黑龙江省
232127,青冈县|木兰县,松花江地区|绥化地区,黑龙江省
232128,肇源县|通河县,松花江地区|绥化地区,黑龙江省
232129,肇州县|尚志县,松花江地区|绥化地区,黑龙江省
232130,庆安县|方正县,松花江地区|绥化地区,黑龙江省
232131,明水县|延寿县,松花江地区|绥化地区,黑龙江省
232132,绥棱县,松花江地区|绥化地区,黑龙江省
232200,松花江地区|嫩江地区,松花江地区|嫩江地区,黑龙江省
232221,五常县|龙江县,松花江地区|嫩江地区,黑龙江省
232222,双城县|讷河县,松花江地区|嫩江地区,黑龙江省
232223,依安县|巴彦县,松花江地区|嫩江地区,黑龙江省
232224,呼兰县|泰来县,松花江地区|嫩江地区,黑龙江省
232225,宾县|甘南县,松花江地区|嫩江地区,黑龙江省
232226,杜尔伯特蒙古族自治县|阿城县,松花江地区|嫩江地区,黑龙江省
232227,富裕县|尚志县,松花江地区|嫩江地区,黑龙江省
232228,林甸县|木兰县,松花江地区|嫩江地区,黑龙江省
232229,克山县|延寿县,松花江地区|嫩江地区,黑龙江省
232230,克东县|通河县,松花江地区|嫩江地区,黑龙江省
232231,拜泉县|方正县,松花江地区|嫩江地区,黑龙江省
232300,嫩江地区|绥化地区,嫩江地区|绥化地区,黑龙江省
232301,绥化市,嫩江地区|绥化地区,黑龙江省
232302,安达市,嫩江地区|绥化地区,黑龙江省
232303,肇东市,嫩江地区|绥化地区,黑龙江省
232304,海伦市,嫩江地区|绥化地区,黑龙江省
232321,海伦县|讷河县,嫩江地区|绥化地区,黑龙江省
232322,肇东县|拜泉县,嫩江地区|绥化地区,黑龙江省
232323,龙江县,嫩江地区|绥化地区,黑龙江省
232324,依安县|望奎县,嫩江地区|绥化地区,黑龙江省
232325,兰西县|克山县,嫩江地区|绥化地区,黑龙江省
232326,青冈县|甘南县,嫩江地区|绥化地区,黑龙江省
232327,泰来县|安达县,嫩江地区|绥化地区,黑龙江省
232328,肇源县|克东县,嫩江地区|绥化地区,黑龙江省
232329,富裕县|肇州县,嫩江地区|绥化地区,黑龙江省
232330,林甸县|庆安县,嫩江地区|绥化地区,黑龙江省
232331,杜尔伯特蒙古族自治县|明水县,嫩江地区|绥化地区,黑龙江省
232332,绥棱县,嫩江地区|绥化地区,黑龙江省
232400,合江地区,合江地区,黑龙江省
232401,佳木斯市,合江地区,黑龙江省
232402,七台河市,合江地区,黑龙江省
232403,永红区,合江地区,黑龙江省
232404,向阳区,合江地区,黑龙江省
232405,前进区,合江地区,黑龙江省
232406,东风区,合江地区,黑龙江省
232411,郊区,合江地区,黑龙江省
232421,桦南县|富锦县,合江地区,黑龙江省
232422,桦南县|集贤县,合江地区,黑龙江省
232423,依兰县|宝清县,合江地区,黑龙江省
232424,勃利县|富锦县,合江地区,黑龙江省
232425,依兰县|集贤县,合江地区,黑龙江省
232426,桦川县|勃利县,合江地区,黑龙江省
232427,汤原县|宝清县,合江地区,黑龙江省
232428,汤原县|桦川县,合江地区,黑龙江省
232429,萝北县|绥滨县,合江地区,黑龙江省
232430,萝北县|绥滨县,合江地区,黑龙江省
232431,同江县|饶河县,合江地区,黑龙江省
232432,同江县|饶河县,合江地区,黑龙江省
232433,抚远县,合江地区,黑龙江省
232500,牡丹江地区,牡丹江地区,黑龙江省
232501,牡丹江市,牡丹江地区,黑龙江省
232502,东凤区|绥芬河市,牡丹江地区,黑龙江省
232503,东凤区|先锋区,牡丹江地区,黑龙江省
232504,爱民区|先锋区,牡丹江地区,黑龙江省
232505,阳明区|爱民区,牡丹江地区,黑龙江省
232506,阳明区,牡丹江地区,黑龙江省
232511,郊区,牡丹江地区,黑龙江省
232521,海林县|宁安县,牡丹江地区,黑龙江省
232522,海林县|宁安县,牡丹江地区,黑龙江省
232523,林口县|穆棱县,牡丹江地区,黑龙江省
232524,东宁县|密山县,牡丹江地区,黑龙江省
232525,林口县|穆棱县,牡丹江地区,黑龙江省
232526,鸡东县|虎林县,牡丹江地区,黑龙江省
232527,鸡东县|密山县,牡丹江地区,黑龙江省
232528,东宁县|虎林县,牡丹江地区,黑龙江省
232581,绥芬河市,牡丹江地区,黑龙江省
232600,黑河地区,黑河地区,黑龙江省
232601,黑河市,黑河地区,黑龙江省
232602,北安市,黑河地区,黑龙江省
232603,五大连池市,黑河地区,黑龙江省
232621,嫩江县,黑河地区,黑龙江省
232622,嫩江县|北安县,黑河地区,黑龙江省
232623,德都县,黑河地区,黑龙江省
232624,爱辉县,黑河地区,黑龙江省
232625,逊克县,黑河地区,黑龙江省
232626,孙吴县,黑河地区,黑龙江省
232627,通北县,黑河地区,黑龙江省
232700,大兴安岭地区,大兴安岭地区,黑龙江省
232701,漠河市,大兴安岭地区,黑龙江省
232721,呼玛县,大兴安岭地区,黑龙江省
232722,塔河县,大兴安岭地区,黑龙江省
232723,漠河县,大兴安岭地区,黑龙江省
239001,绥芬河市,,黑龙江省
239002,阿城市|镜泊湖市,,黑龙江省
239003,同江市,,黑龙江省
239004,富锦市,,黑龙江省
239005,铁力市,,黑龙江省
239006,密山市,,黑龙江省
239007,海林市,,黑龙江省
239008,讷河市,,黑龙江省
239009,北安市,,黑龙江省
239010,五大连池市,,黑龙江省
239011,宁安市,,黑龙江省
310000,上海市,上海市,上海市
310101,黄浦区,上海市,上海市
310102,南市区,上海市,上海市
310103,卢湾区,上海市,上海市
310104,徐汇区,上海市,上海市
310105,长宁区,上海市,上海市
310106,静安区,上海市,上海市
310107,普陀区,上海市,上海市
310108,闸北区,上海市,上海市
310109,虹口区,上海市,上海市
310110,杨浦区,上海市,上海市
310111,吴淞区,上海市,上海市
310112,闵行区,上海市,上海市
310113,宝山区,上海市,上海市
310114,嘉定区,上海市,上海市
310115,浦东新区,上海市,上海市
310116,金山区,上海市,上海市
310117,松江区,上海市,上海市
310118,青浦区,上海市,上海市
310119,南汇区,上海市,上海市
310120,奉贤区,上海市,上海市
310151,崇明区,上海市,上海市
310201,上海县,上海市,上海市
310202,嘉定县,上海市,上海市
310203,宝山县,上海市,上海市
310204,川沙县,上海市,上海市
310205,南汇县,上海市,上海市
310206,奉贤县,上海市,上海市
310207,松江县,上海市,上海市
310208,金山县,上海市,上海市
310209,青浦县,上海市,上海市
310210,崇明县,上海市,上海市
310221,上海县,上海市,上海市
310222,嘉定县,上海市,上海市
310223,宝山县,上海市,上海市
310224,川沙县,上海市,上海市
310225,南汇县,上海市,上海市
310226,奉贤县,上海市,上海市
310227,松江县,上海市,上海市
310228,金山县,上海市,上海市
310229,青浦县,上海市,上海市
310230,崇明县,上海市,上海市
320000,江苏省,,江苏省
320100,南京市,南京市,江苏省
320102,玄武区,南京市,江苏省
320103,白下区,南京市,江苏省
320104,秦淮区,南京市,江苏省
320105,建邺区,南京市,江苏省
320106,鼓楼区,南京市,江苏省
320107,下关区,南京市,江苏省
320111,浦口区,南京市,江苏省
320112,大厂区,南京市,江苏省
320113,栖霞区,南京市,江苏省
320114,雨花台区|雨花区,南京市,江苏省
320115,江宁区,南京市,江苏省
320116,六合区,南京市,江苏省
320117,溧水区,南京市,江苏省
320118,高淳区,南京市,江苏省
320121,江宁县,南京市,江苏省
320122,江浦县,南京市,江苏省
320123,六合县,南京市,江苏省
320124,溧水县,南京市,江苏省
320125,高淳县,南京市,江苏省
320200,无锡市,无锡市,江苏省
320202,崇安区,无锡市,江苏省
320203,南长区,无锡市,江苏省
320204,北塘区,无锡市,江苏省
320205,马山区|锡山区,无锡市,江苏省
320206,惠山区,无锡市,江苏省
320211,郊区|滨湖区,无锡市,江苏省
320213,梁溪区,无锡市,江苏省
320214,新吴区,无锡市,江苏省
320221,江阴县,无锡市,江苏省
320222,无锡县,无锡市,江苏省
320223,宜兴县,无锡市,江苏省
320281,江阴市,无锡市,江苏省
320282,宜兴市,无锡市,江苏省
320283,锡山市,无锡市,江苏省
320300,徐州市,徐州市,江苏省
320302,鼓楼区,徐州市,江苏省
320303,云龙区,徐州市,江苏省
320304,矿区|九里区,徐州市,江苏省
320305,贾汪区,徐州市,江苏省
320311,郊区|泉山区,徐州市,江苏省
320312,铜山区,徐州市,江苏省
320321,丰县,徐州市,江苏省
320322,沛县,徐州市,江苏省
320323,铜山县,徐州市,江苏省
320324,睢宁县,徐州市,江苏省
320325,邳县,徐州市,江苏省
320326,新沂县,徐州市,江苏省
320381,新沂市,徐州市,江苏省
320382,邳州市,徐州市,江苏省
320400,常州市,常州市,江苏省
320402,天宁区,常州市,江苏省
320403,广化区,常州市,江苏省
320404,钟楼区,常州市,江苏省
320405,戚墅堰区,常州市,江苏省
320411,新北区|郊区,常州市,江苏省
320412,武进区,常州市,江苏省
320413,金坛区,常州市,江苏省
320421,武进县,常州市,江苏省
320422,金坛县,常州市,江苏省
320423,溧阳县,常州市,江苏省
320481,溧阳市,常州市,江苏省
320482,金坛市,常州市,江苏省
320483,武进市,常州市,江苏省
320500,苏州市,苏州市,江苏省
320502,沧浪区,苏州市,江苏省
320503,平江区,苏州市,江苏省
320504,金阊区,苏州市,江苏省
320505,虎丘区,苏州市,江苏省
320506,吴中区,苏州市,江苏省
320507,相城区,苏州市,江苏省
320508,姑苏区,苏州市,江苏省
320509,吴江区,苏州市,江苏省
320511,郊区,苏州市,江苏省
320521,沙洲县,苏州市,江苏省
320522,太仓县,苏州市,江苏省
320523,昆山县,苏州市,江苏省
320524,吴县,苏州市,江苏省
320525,吴江县,苏州市,江苏省
320581,常熟市,苏州市,江苏省
320582,张家港市,苏州市,江苏省
320583,昆山市,苏州市,江苏省
320584,吴江市,苏州市,江苏省
320585,太仓市,苏州市,江苏省
320586,吴县市,苏州市,江苏省
320600,南通市,南通市,江苏省
320602,城中区|崇川区|城区,南通市,江苏省
320603,港闸区,南通市,江苏省
320611,港闸区|郊区,南通市,江苏省
320612,通州区,南通市,江苏省
320613,崇川区,南通市,江苏省
320614,海门区,南通市,江苏省
320621,海安县,南通市,江苏省
320622,如皋县,南通市,江苏省
320623,如东县,南通市,江苏省
320624,南通县,南通市,江苏省
320625,海门县,南通市,江苏省
320626,启东县,南通市,江苏省
320681,启东市,南通市,江苏省
320682,如皋市,南通市,江苏省
320683,通州市,南通市,江苏省
320684,海门市,南通市,江苏省
320685,海安市,南通市,江苏省
320700,连云港市,连云港市,江苏省
320702,连云港区|新海区,连云港市,江苏省
320703,连云区|盐区,连云港市,江苏省
320704,云台区|新浦区,连云港市,江苏省
320705,海州区|新浦区,连云港市,江苏省
320706,海州区,连云港市,江苏省
320707,赣榆区,连云港市,江苏省
320711,郊区,连云港市,江苏省
320721,赣榆县,连云港市,江苏省
320722,东海县,连云港市,江苏省
320723,灌云县,连云港市,江苏省
320724,灌南县,连云港市,江苏省
320800,淮安市|淮阴市,淮安市|淮阴市,江苏省
320802,清河区,淮安市|淮阴市,江苏省
320803,淮安区|楚州区,淮安市|淮阴市,江苏省
320804,淮阴区,淮安市|淮阴市,江苏省
320811,清浦区,淮安市|淮阴市,江苏省
320812,清江浦区,淮安市|淮阴市,江苏省
320813,洪泽区,淮安市|淮阴市,江苏省
320821,淮阴县,淮安市|淮阴市,江苏省
320822,灌南县,淮安市|淮阴市,江苏省
320823,沭阳县,淮安市|淮阴市,江苏省
320824,宿迁县,淮安市|淮阴市,江苏省
320825,泗阳县,淮安市|淮阴市,江苏省
320826,涟水县,淮安市|淮阴市,江苏省
320827,泗洪县,淮安市|淮阴市,江苏省
320828,淮安县,淮安市|淮阴市,江苏省
320829,洪泽县,淮安市|淮阴市,江苏省
320830,盱眙县,淮安市|淮阴市,江苏省
320831,金湖县,淮安市|淮阴市,江苏省
320881,宿迁市,淮安市|淮阴市,江苏省
320882,淮安市,淮安市|淮阴市,江苏省
320900,盐城市,盐城市,江苏省
320902,亭湖区|城区,盐城市,江苏省
320903,盐都区,盐城市,江苏省
320904,大丰区,盐城市,江苏省
320911,郊区,盐城市,江苏省
320921,响水县,盐城市,江苏省
320922,滨海县,盐城市,江苏省
320923,阜宁县,盐城市,江苏省
320924,射阳县,盐城市,江苏省
320925,建湖县,盐城市,江苏省
320926,大丰县,盐城市,江苏省
320927,东台县,盐城市,江苏省
320928,盐都县,盐城市,江苏省
320981,东台市,盐城市,江苏省
320982,大丰市,盐城市,江苏省
321000,扬州市,扬州市,江苏省
321002,广陵区,扬州市,江苏省
321003,邗江区,扬州市,江苏省
321011,维扬区|郊区,扬州市,江苏省
321012,江都区,扬州市,江苏省
321021,兴化县,扬州市,江苏省
321022,高邮县,扬州市,江苏省
321023,宝应县,扬州市,江苏省
321024,靖江县,扬州市,江苏省
321025,泰兴县,扬州市,江苏省
321026,江都县,扬州市,江苏省
321027,邗江县,扬州市,江苏省
321028,泰县,扬州市,江苏省
321029,仪征县,扬州市,江苏省
321081,仪征市,扬州市,江苏省
321082,泰州市,扬州市,江苏省
321083,兴化市,扬州市,江苏省
321084,高邮市,扬州市,江苏省
321085,靖江市,扬州市,江苏省
321086,泰兴市,扬州市,江苏省
321087,姜堰市,扬州市,江苏省
321088,江都市,扬州市,江苏省
321100,镇江市,镇江市,江苏省
321102,京口区|城区,镇江市,江苏省
321111,郊区|润州区,镇江市,江苏省
321112,丹徒区,镇江市,江苏省
321121,丹徒县,镇江市,江苏省
321122,丹阳县,镇江市,江苏省
321123,句容县,镇江市,江苏省
321124,扬中县,镇江市,江苏省
321181,丹阳市,镇江市,江苏省
321182,扬中市,镇江市,江苏省
321183,句容市,镇江市,江苏省
321200,泰州市,泰州市,江苏省
321201,泰州市,泰州市,江苏省
321202,海陵区,泰州市,江苏省
321203,高港区,泰州市,江苏省
321204,姜堰区,泰州市,江苏省
321281,兴化市,泰州市,江苏省
321282,靖江市,泰州市,江苏省
321283,泰兴市,泰州市,江苏省
321284,姜堰市,泰州市,江苏省
321300,宿迁市,宿迁市,江苏省
321301,常熟市,宿迁市,江苏省
321302,宿城区,宿迁市,江苏省
321311,宿豫区,宿迁市,江苏省
321321,宿豫县,宿迁市,江苏省
321322,沭阳县,宿迁市,江苏省
321323,泗阳县,宿迁市,江苏省
321324,泗洪县,宿迁市,江苏省
322100,徐州地区,徐州地区,江苏省
322121,丰县,徐州地区,江苏省
322122,沛县,徐州地区,江苏省
322123,铜山县,徐州地区,江苏省
322124,睢宁县,徐州地区,江苏省
322125,邳县,徐州地区,江苏省
322126,新沂县,徐州地区,江苏省
322127,东海县,徐州地区,江苏省
322128,赣榆县,徐州地区,江苏省
322200,淮阴地区,淮阴地区,江苏省
322201,清江市,淮阴地区,江苏省
322221,淮阴县,淮阴地区,江苏省
322222,灌云县,淮阴地区,江苏省
322223,灌南县,淮阴地区,江苏省
322224,沭阳县,淮阴地区,江苏省
322225,宿迁县,淮阴地区,江苏省
322226,泗阳县,淮阴地区,江苏省
322227,涟水县,淮阴地区,江苏省
322228,泗洪县,淮阴地区,江苏省
322229,淮安县,淮阴地区,江苏省
322230,洪泽县,淮阴地区,江苏省
322231,盱眙县,淮阴地区,江苏省
322232,金湖县,淮阴地区,江苏省
322300,盐城地区,盐城地区,江苏省
322321,响水县,盐城地区,江苏省
322322,滨海县,盐城地区,江苏省
322323,阜宁县,盐城地区,江苏省
322324,射阳县,盐城地区,江苏省
322325,建湖县,盐城地区,江苏省
322326,盐城县,盐城地区,江苏省
322327,大丰县,盐城地区,江苏省
322328,东台县,盐城地区,江苏省
322400,扬州地区,扬州地区,江苏省
322401,扬州市,扬州地区,江苏省
322402,泰州市,扬州地区,江苏省
322421,兴化县,扬州地区,江苏省
322422,高邮县,扬州地区,江苏省
322423,宝应县,扬州地区,江苏省
322424,靖江县,扬州地区,江苏省
322425,泰兴县,扬州地区,江苏省
322426,江都县,扬州地区,江苏省
322427,邗江县,扬州地区,江苏省
322428,泰县,扬州地区,江苏省
322429,仪征县,扬州地区,江苏省
322500,南通地区,南通地区,江苏省
322521,海安县,南通地区,江苏省
322522,如皋县,南通地区,江苏省
322523,如东县,南通地区,江苏省
322524,南通县,南通地区,江苏省
322525,海门县,南通地区,江苏省
322526,启东县,南通地区,江苏省
322600,镇江地区,镇江地区,江苏省
322601,镇江市,镇江地区,江苏省
322621,丹徒县,镇江地区,江苏省
322622,武进县,镇江地区,江苏省
322623,丹阳县,镇江地区,江苏省
322624,句容县,镇江地区,江苏省
322625,金坛县,镇江地区,江苏省
322626,溧水县,镇江地区,江苏省
322627,高淳县,镇江地区,江苏省
322628,溧阳县,镇江地区,江苏省
322629,宜兴县,镇江地区,江苏省
322630,扬中县,镇江地区,江苏省
322700,苏州地区,苏州地区,江苏省
322721,江阴县,苏州地区,江苏省
322722,无锡县,苏州地区,江苏省
322723,沙洲县,苏州地区,江苏省
322724,常熟县,苏州地区,江苏省
322725,太仓县,苏州地区,江苏省
322726,昆山县,苏州地区,江苏省
322727,吴县,苏州地区,江苏省
322728,吴江县,苏州地区,江苏省
329001,泰州市,,江苏省
329002,仪征市,,江苏省
329003,常熟市,,江苏省
329004,张家港市,,江苏省
329005,江阴市,,江苏省
329006,宿迁市,,江苏省
329007,丹阳市,,江苏省
329008,东台市,,江苏省
329009,兴化市,,江苏省
329010,淮安市,,江苏省
329011,宜兴市,,江苏省
329012,昆山市,,江苏省
329013,启东市,,江苏省
329014,新沂市,,江苏省
329015,溧阳市,,江苏省
329016,如皋市,,江苏省
329017,高邮市,,江苏省
329018,吴江市,,江苏省
329019,邳州市,,江苏省
329020,泰兴市,,江苏省
329021,通州市,,江苏省
329022,太仓市,,江苏省
329023,靖江市,,江苏省
329024,金坛市,,江苏省
329025,江都市,,江苏省
329026,海门市,,江苏省
329027,扬中市,,江苏省
329028,姜堰市,,江苏省
330000,浙江省,,浙江省
330100,杭州市,杭州市,浙江省
330102,上城区,杭州市,浙江省
330103,下城区,杭州市,浙江省
330104,江干区,杭州市,浙江省
330105,拱墅区,杭州市,浙江省
330106,西湖区,杭州市,浙江省
330107,半山区,杭州市,浙江省
330108,滨江区,杭州市,浙江省
330109,萧山区,杭州市,浙江省
330110,余杭区,杭州市,浙江省
330111,富阳区,杭州市,浙江省
330112,临安区,杭州市,浙江省
330113,临平区,杭州市,浙江省
330114,钱塘区,杭州市,浙江省
330121,萧山县,杭州市,浙江省
330122,桐庐县,杭州市,浙江省
330123,富阳县,杭州市,浙江省
330124,临安县,杭州市,浙江省
330125,余杭县,杭州市,浙江省
330126,建德县,杭州市,浙江省
330127,淳安县,杭州市,浙江省
330181,萧山市,杭州市,浙江省
330182,建德市,杭州市,浙江省
330183,富阳市,杭州市,浙江省
330184,余杭市,杭州市,浙江省
330185,临安市,杭州市,浙江省
330200,宁波市,宁波市,浙江省
330202,镇明区,宁波市,浙江省
330203,海曙区,宁波市,浙江省
330204,江东区,宁波市,浙江省
330205,江北区,宁波市,浙江省
330206,滨海区|北仑区,宁波市,浙江省
330211,镇海区,宁波市,浙江省
330212,鄞州区,宁波市,浙江省
330213,奉化区,宁波市,浙江省
330219,余姚市,宁波市,浙江省
330221,镇海县,宁波市,浙江省
330222,慈溪县,宁波市,浙江省
330223,余姚县,宁波市,浙江省
330224,奉化县,宁波市,浙江省
330225,象山县,宁波市,浙江省
330226,宁海县,宁波市,浙江省
330227,鄞县,宁波市,浙江省
330281,余姚市,宁波市,浙江省
330282,慈溪市,宁波市,浙江省
330283,奉化市,宁波市,浙江省
330300,温州市,温州市,浙江省
330301,东城区,温州市,浙江省
330302,南城区|鹿城区|城区,温州市,浙江省
330303,龙湾区|西城区,温州市,浙江省
330304,瓯海区,温州市,浙江省
330305,洞头区,温州市,浙江省
330321,洞头县|瓯海县,温州市,浙江省
330322,洞头县|永嘉县,温州市,浙江省
330323,乐清县|瑞安县,温州市,浙江省
330324,永嘉县|文成县,温州市,浙江省
330325,平阳县|瑞安县,温州市,浙江省
330326,乐清县|平阳县,温州市,浙江省
330327,泰顺县|苍南县,温州市,浙江省
330328,瓯海县|文成县,温州市,浙江省
330329,泰顺县|苍南县,温州市,浙江省
330381,瑞安市,温州市,浙江省
330382,乐清市,温州市,浙江省
330383,龙港市,温州市,浙江省
330400,嘉兴市,嘉兴市,浙江省
330402,秀城区|南湖区|城区,嘉兴市,浙江省
330411,郊区|秀洲区,嘉兴市,浙江省
330421,嘉善县,嘉兴市,浙江省
330422,平湖县,嘉兴市,浙江省
330423,海宁县,嘉兴市,浙江省
330424,海盐县,嘉兴市,浙江省
330425,桐乡县,嘉兴市,浙江省
330481,海宁市,嘉兴市,浙江省
330482,平湖市,嘉兴市,浙江省
330483,桐乡市,嘉兴市,浙江省
330500,湖州市,湖州市,浙江省
330502,吴兴区|城区,湖州市,浙江省
330503,南浔区,湖州市,浙江省
330511,郊区,湖州市,浙江省
330521,德清县,湖州市,浙江省
330522,长兴县,湖州市,浙江省
330523,安吉县,湖州市,浙江省
330600,绍兴市,绍兴市,浙江省
330602,越城区,绍兴市,浙江省
330603,柯桥区,绍兴市,浙江省
330604,上虞区,绍兴市,浙江省
330621,绍兴县,绍兴市,浙江省
330622,上虞县,绍兴市,浙江省
330623,嵊县,绍兴市,浙江省
330624,新昌县,绍兴市,浙江省
330625,诸暨县,绍兴市,浙江省
330681,诸暨市,绍兴市,浙江省
330682,上虞市,绍兴市,浙江省
330683,嵊州市,绍兴市,浙江省
330700,金华市,金华市,浙江省
330701,兰溪市,金华市,浙江省
330702,婺城区,金华市,浙江省
330703,金东区,金华市,浙江省
